FULL_ADDRESS,Type,Description,Municipality,Community,Days,%,List Price,Sold Price,Expiry Date,Street Name,St#,Bedroom,BedPlus,Wr,Garage Type,Parking Drive Spaces,Pool,Contract Date,Sold Date,Remarks For Clients,Extras,Address,Postal Code,Municipality District
"16 Hinsley Cres, Ajax, ONTARIO, CANADA, L1T0B4",Detached,2-Storey,Ajax,Northeast Ajax,47,95,"$730,000 ","$690,000 ",2018-03-08,Hinsley,16,3,1,3,Attached,2,None,2017-12-08,2018-01-24,"Oh What A Gorgeous! All Brick! Great Gulf Built In Highly Desirable Area! Open Concept, Large Foyer, Lovely Curb Appeal, Meticulously Maintained, Beautiful Hardwood Flrs, Palladium Style Windows, Cali Shutters, Upgrd Light Fixtures, Under Cab Light, Crown Mouldings, Coffered Ceiling With Lights, Premium Berber Carpets, Soaker Tub/Jets, Exterior Pot Lights, Garage Access, Widened Driveway, Landscaped, Walk To Sch, Mins To Amenities & 401. A Pleasure To Show!","Such A Quiet Street! Stainless Steel Fridge, Stove, Built-In Dishwasher, Built-In Microwave [All 2017], Washer, Dryer, Central Air Conditioning, Garage Door Opener & Remote, Upgraded Light Fixtures, Coverings, California Shutters",16 Hinsley Cres,L1T0B4,Ajax
"13 Hollier Dr, Ajax, ONTARIO, CANADA, L1Z1S6",Semi-Detach...,2-Storey,Ajax,Northeast Ajax,11,102,"$549,999 ","$560,000 ",2018-04-05,Hollier,13,3,,3,Attached,2,None,2018-01-15,2018-01-26,"Why Rent When You Can Own 13 Hollier Drive Where The Posiblities Are Endless. This Open Concept 3 Bdr 3 Bath Semi-Detatched Is A Home That Fits Your Life Style In An Up-And-Coming Neighbourhood, Very Solid &Stable Brick Beauty In North Ajax Where Contry Charm Is In Close Proximity. Easy Access To Grocery Stores, Costco, Ajax Downs, Schools W/High Edctn Level, 407/401, Lake Ridge. ***Needs To Be Seen To Be Appreciated*** Hardwood Flrs Thruout,","W/O To Large Fenced In Backyard,Large Mstr Suite W/Dble Dr Entry &4Pc Spa Like Oasis,S/S Fridge, Stove,Washer, B/I D/W, Clean Kit W/Island For Extra Space, Semi Fin Bsmt, Bdlm Where Laid, Walking Dist To Parks/Public Trnsit.O/H Jan 20 2/4Pm",13 Hollier Dr,L1Z1S6,Ajax
"59 Howlett Cres, Ajax, ONTARIO, CANADA, L1T A06",Semi-Detach...,2-Storey,Ajax,Northeast Ajax,16,97,"$669,989 ","$650,000 ",2018-03-07,Howlett,59,4,2,4,Attached,2,None,2017-12-07,2017-12-23,"Spectacular Bright & Spacious ,Semi Detached Great Gulf Homes In Most After Sought North East Ajax,Formal Living &Family, Open Concept Fully Hardwood Floor & Stairs With Picket Offering Cool Touch, Back Splash & Quartz Countr Top, Convenient Inside To Garage W/O To Large Fenced Yard, Large Windows For Bright & Sun,Corner 4 Bedrooms, Upgraded Washrooms, Freshly Painted , Landscaping Path Outside And Finished Basement With 2 Bedrooms For Your Guests & Much More","All Existing Appliances, Fridge, Stove, Dishwasher ,Hood Range ,Washer & Dryer, All Lights(Led) And Fixtures, Window Coverings Walking Distance From School, Parks, Tim Hortons, Malls, Gas Stations, Banks, Mr Lube, Medical And Hwy 401& 407",59 Howlett Cres,L1T A06,Ajax
"47 Howlett Cres, Ajax, ONTARIO, CANADA, L1T0A6",Semi-Detach...,2-Storey,Ajax,Northeast Ajax,6,97,"$595,000 ","$575,000 ",2018-02-19,Howlett,47,3,,3,Built-In,2,None,2017-11-20,2017-11-26,"Desirable Location In Northeast Ajax Offers A Gorgeous 3 Bedroom Semi Detached Built By Great Gulf Homes. Hardwood Flooring, California Shutters In Main Floor. Gas Fireplace In Family Room, Chef Inspired Kitchen With S/S Appliances, W/O To Yard. Oak Stairs Lead To Open Den Perfect As Office Space & 3 Good Size Bedrooms Master Bdroom With W/I Closet & Ensuite W/Jacuzzi, Interlocking, Near Terrific Public & Catholic Schools & Parks, No Side Walk, Finished Bsmt","Must See3D Tour, S/S Fridge, S/S Stove, S/S Dishwasher, Washer, Dryer, All Exist. Window Covering, Electric Light Fixture, Cac, Gdo, Owned Tankless Hotwater Tank(Rental&Energy Saving) Additional Space In The Bsmt To Entertain Family&Friend",47 Howlett Cres,L1T0A6,Ajax
"15 Linnell St, Ajax, ONTARIO, CANADA, L1Z 0K9",Att/Row/Twn...,3-Storey,Ajax,Northeast Ajax,12,102,"$465,000 ","$475,000 ",2018-02-16,Linnell,15,2,,3,Built-In,2,None,2017-11-14,2017-11-26,"Gorgeous Freehold End-Unit Townhome In Demand Location! Immediate Access To All Major Amenities. This Perfect Starter Home Features An Amazing Practical Layout With Convenient W/O Balcony, 2 1/2 Washrooms. Computer Nook On 3rd Flr. Tastefully Upgraded, Open Concept Second Level, Modern Kitchen With Mosaic Backsplash, Freshly Painted With Neutral Tones, Absolutely Move-In Ready!","6 Years New Home! All Window Coverings, All Appliances, Garage Door Opener With Remote, Central Air Conditioning. All Electric Light Fixtures Included, Hairline Crack On Stove Top.Still Works.Feels Like A Semi.Side Windows For Extra Light",15 Linnell St,L1Z 0K9,Ajax
"36 Lloydminster Ave, Ajax, ONTARIO, CANADA, L1Z0N8",Detached,2-Storey,Ajax,Northeast Ajax,3,102,"$619,900 ","$630,000 ",2018-02-15,Lloydminster,36,4,,3,Built-In,1,None,2017-12-04,2017-12-07,"Hurry!! Fantastic Large Newer 4 Bedroom Detached Brick Home With Bright Walkout Basement!! Big Open Concept Great Room & Dining Room. Study With Pillars. 2.5 Bathrooms. Large Master With 5-Piece Ensuite, Double Sinks, Separate Shower And Oval Tub. Mirrored Closet Doors Front Entrance! Convenient Laundry On 2nd Floor. Basement Walkout Could Be Used As Separate Entrance!! Great Potential!!! Don't Wait, Will Be Gone!!!","Fridge, Stove, Washer, Dryer, Central Air, All Window Blinds, Broadloom W/L. Freshly Painted Throughout. Very Good Location - Minutes To 401, Schools, Parks, Shops. Bright Airy Home!!",36 Lloydminster Ave,L1Z0N8,Ajax
"6 Luce Dr, Ajax, ONTARIO, CANADA, L1Z0K1",Detached,2-Storey,Ajax,Northeast Ajax,6,111,"$989,900 ","$1,095,000 ",2018-05-17,Luce,6,5,1,5,Attached,2,None,2017-12-15,2017-12-21,"Immaculate Executive Home In Demand Northeast Ajax,9 Ceiling On M/Flr.Kitchen W/Granite Counter & Upgraded Tall Cabinets.W/I Pantry,Backsplash & Movable Centre Island Hardwood Dloor Thru-Out Jacuzzi & Separate Shower In Mbr*All Bdrms W/Bathrm Ensuite*$$$spent On High End Upgrades,Spacious Separate Laundry.Finished Basement With Separate Entrance.Close To Schools,All Amenities & Public Transportation","2 Fridge,2 Stove,2 Dishwasher,Washer,Dryer,Exclude The Curtains",6 Luce Dr,L1Z0K1,Ajax
"35 Mcnicol Cres, Ajax, ONTARIO, CANADA, L1Z1Y8",Detached,2-Storey,Ajax,Northeast Ajax,10,101,"$629,800 ","$635,000 ",2018-02-28,Mcnicol,35,3,,3,Attached,2,None,2017-12-05,2017-12-15,"Remarkable Detached Home In Spledid North Ajax Community! This Brick Home Boasts Extra Long Driveway With No Sidewalk, Park 2 Cars. Large Front Porch Welcomes You Into This Open Concept Beauty. Main Floor Features Laminate Floors, Decor Lighting, Open Concept Family Across From Large Family Size Kitchen W/Stainless Steel Appliances & Backsplash. Walk Out To Fenced Yard. 3 Large Bedrooms & 3 Baths. Master Features Walk In Closet & Spa Like Ensuite W/Separate","Shower & Corner Soaker Tub. Close To All Ammenites, Shops, Transit, Go Train, Hwy 412,407,401. Walking Distance To Top Schools, Community Centre With Tennis Courts & Swimming Pools. Open House Saturday & Sun 2-4Pm!",35 Mcnicol Cres,L1Z1Y8,Ajax
"50 Muscat Cres, Ajax, ONTARIO, CANADA, L1Z0B9",Detached,2-Storey,Ajax,Northeast Ajax,48,97,"$1,150,000 ","$1,112,500 ",2018-01-26,Muscat,50,4,4,6,Attached,4,None,2017-10-26,2017-12-13,"4044 Sq Detached House W/Additionalbasement1850 Sq 4+4 Bd With 6 Washrooms Each 4 Br Have Ensuite Full Washrooms. Cathedral Ceiling Family Rm With 18'Ceilling. Main Flr 10"" Ceiling ,Double Door Entry Open Concept Layout. Kitchen W/Quartz C.Top, Backsplash Central Island Crow Molding And W/Kitchenette. Interlocking Front Yard, Stone Patio, Close To 401,407 Rec Taunton Walking To Schools ,Park, Possibility To Have Separated Entrance, Garage Access From Inside","Fridge, Stove Dishwasher, Washer And Dryer All Window Covering, All Light, Fixtures 4Rm Have 4 Full Ensuite Washrooms. Finished Basement With 4 Br .Skylight,Quartz Counter Top In The Kitchen ,Sprial Staircase Officerm On Main Flr.",50 Muscat Cres,L1Z0B9,Ajax
"53 Oswell Dr, Ajax, ONTARIO, CANADA, L1Z0L4",Detached,2-Storey,Ajax,Northeast Ajax,31,94,"$688,800 ","$645,000 ",2018-01-21,Oswell,53,3,,3,Attached,1,None,2017-10-20,2017-11-20,"Welcome To This Gorgeous ""Menkes Jasper"" Home In A Most Sought After Neighborhood In Northeast Ajax! Walking Distance To 3 Elem & 2 High Schools! Walk To Grocery, Shoppers Drug, Lcbo, Cafes, Etc! This Lovely Home Has Tons Of Upgrades: Dark Hardwood Floors, Modern Kitchen W/ S/S Appl, Mosaic Tile Backsplash, Hardwood Stairs W/ Wrought Iron Railings, And 2nd Flr Laundry! Extra Large Master W/ Double Doors, 5Pc Ensuite & Huge Walk-In Closet!","Stainless Steel Kitchen Appliances: Fridge, Stove, Dishwasher, Range Hood, Washer, Dryer. All Light Fixtures. Prop Is Vacant; Photos Were Taken When House Was Still Occupied.",53 Oswell Dr,L1Z0L4,Ajax
"30 Redmond Dr, Ajax, ONTARIO, CANADA, L1S5R6",Detached,2-Storey,Ajax,Northeast Ajax,27,90,"$849,000 ","$760,000 ",2018-05-20,Redmond,30,4,2,5,Attached,4,None,2017-11-21,2017-12-18,"Top To Bottom Fabulous Renovated 4+2 Bd Rm Central Location Of Ajax . Beautiful Open Concept Main Flr W/ New Large Kitchen With Lot Of Cabinets , Granite Counter And Glass B.Splash.Wainscott In Main Flr, Whole House In Hardwood,New Modern Lights & Chandelier, Crown Molding, Front Interlocking, Backyard Fully Fenced. Gas Fireplace With Stone Wall.Finished Basement With Sep Ent. 2Bed+1Bath. Windows(2016),Ac(2014), Furnace 2012 More Than $100K Spent In Upgrades.","S/S Fridge,S/S Gas Oven (2017) ,S/S Builtin Microwave, S/S Dishwasher,All Elf's, Brand New Washer And Dryer. Exclude: All Windows Coverings. Close 401, School, Library, Parks, Shopping Centre.",30 Redmond Dr,L1S5R6,Ajax
"521 Rossland Rd E, Ajax, ONTARIO, CANADA, L1Z0K8",Semi-Detach...,3-Storey,Ajax,Northeast Ajax,43,97,"$559,900 ","$545,000 ",2018-01-28,Rossland,521,3,,3,Built-In,1,None,2017-11-28,2018-01-10,"Absolutely Stunning Home In A Desirable And Quiet Area.Very Well Kept,Electric Fireplace In Family Room,3 Spacious Bedrooms,Walk Out To Balcony From Living Room,Large Eat-In Kitchen,First Floor Laundry.","Extras:Stainless Steel Fridge,Stove,Dishwasher,Washer,Dryer,Broadloom Where Laid,All Electric Light Fixtures And All Window Coverings. *** Please View V-Tour ***",521 Rossland Rd E,L1Z0K8,Ajax
"35 Ryder Cres, Ajax, ONTARIO, CANADA, L1Z 1X8",Detached,2-Storey,Ajax,Northeast Ajax,18,98,"$699,000 ","$688,000 ",2018-01-31,Ryder,35,3,,3,Attached,4,None,2017-11-21,2017-12-09,"Meticulously Maintained Tribute Home In Wonderful North Ajax Community. Beauty Exudes From Every Room. Starting From The Beautifully Landcaped Front Gardens W/Porch To Enjoy Your Morning Sun.Large Front Foyer W/Double Door Closet. Main Floor Boasts Immaculate Mocha Hardwood Floors, California Shutters,Gas Fireplace, Sep.Entrance Thru Garage. Oak Staircase Leads To The 2nd Floor. This Gem Is An Original 4 Bedroom Design Converted To 3 Extra Large Bdrms+ Den","The Master Retreat Features Dbl Walk-In Closets & 4 Pc Ensuite W/Soaker Tub And Separate Shower.Backyard Oasis Equipped W/Shed,Gas Line For Bbq,Gondola,Patio & Garden.Dbl Grg X-Long Driveway For 4 Cars.No Sidewalk.Overlooking Park.Private!",35 Ryder Cres,L1Z 1X8,Ajax
"54 Ryder Cres, Ajax, ONTARIO, CANADA, L1Z1X9",Detached,2-Storey,Ajax,Northeast Ajax,21,99,"$725,000 ","$715,000 ",2018-02-28,Ryder,54,3,1,4,Built-In,2,None,2017-11-17,2017-12-08,"Location Location Location....Detached With Completed Basement Boosts Three Spacious Bedroom Plus An Additional In The Basement. New Carpet, Quartz Counters, Freshly Painted, Gas Fireplace And Super Clean. Located In A Desirable Area With Six Schools Within Walking Distance Including French Immersion. Close To Park, Rec Centre, Freeways, Shopping And Public Transportation.","New Stainless Steel Fridge, Stove, Microwave And Dishwasher. New Front Load Washer And Dryer. Central A/C. Gas Burner. Light Fixtures. Blinds. Garage Door Opener With 1 Rem. Hot Water Tank (R). Alarm System ""As Is"". Upper Level Laundry.",54 Ryder Cres,L1Z1X9,Ajax
"71 Seward Cres, Ajax, ONTARIO, CANADA, L1Z2B6",Detached,2-Storey,Ajax,Northeast Ajax,26,99,"$874,900 ","$865,000 ",2018-01-16,Seward,71,4,1,4,Attached,2,None,2017-11-16,2017-12-12,"Bright, Open Concept 4 Bedroom Home With Finished Basement And Separate Entrance In The Hamlet Community, This Home Is Loaded With Upgrade Which Include: Hardwood Floors Throughout, Oak Staircase, Newly Upgrade Kitchen With High End Cabinets, And Quartz Counter, Huge Open Concept Family Room With 13Ft Ceilings, Master Bed Has A Newly Renovated 5-Pc-Ensuite With Quartz Counter, Separate Entrance To Bsmt From The Back, 2nd Floor Balcony, And So Much More.","S/S Fridge, S/S Stove, B/I Dishwasher, Washer, Dryer, All Elf's, And All Blinds & Garage Door Opener With Remote Conveniently Located Near 401, 407, Schools, Rec Center, Park & Shops.",71 Seward Cres,L1Z2B6,Ajax
"10 Sivyer Cres, Ajax, ONTARIO, CANADA, L1Z2A6",Detached,2-Storey,Ajax,Northeast Ajax,36,88,"$849,000 ","$750,000 ",2018-07-31,Sivyer,10,4,1,4,Attached,2,None,2017-12-07,2018-01-12,"Executive 2 Storey 4+1 Bedroom Home On Premium Lot In Demand Area Of N/Ajax. Beautifully Renovated. Professionally Finished 1 Bedroom Basement Apartment With Separate Entrance, Upgraded Laminate Floors, 4Pc Bath, Rec Room, Kitchen & Own Laundry Room. Brand New Hardwood Floors Throughout Main/2nd Level, Freshly Painted Throughout, Large Eat-In Kitchen W/Quartz Counters, Breakfast Area & Stainless Steel Appliances. Spacious Master Bdrm W/Gas Fireplace, *","* W/I Closet, & 5Pc Ensuite W/Jetted Tub, Separate Shower, Double Sinks & Quartz Counters. Close To Schools & Public Transit",10 Sivyer Cres,L1Z2A6,Ajax
"18 Tampsett Ave, Ajax, ONTARIO, CANADA, L1Z0N7",Detached,2-Storey,Ajax,Northeast Ajax,11,96,"$898,000 ","$865,000 ",2018-01-31,Tampsett,18,4,,3,Built-In,2,None,2017-11-17,2017-11-28,,,18 Tampsett Ave,L1Z0N7,Ajax
"11 Urwin St, Ajax, ONTARIO, CANADA, L1T0G7",Semi-Detach...,2-Storey,Ajax,Northeast Ajax,31,100,"$598,000 ","$600,000 ",2018-10-12,Urwin,11,4,,3,Attached,1,None,2017-10-19,2017-11-19,"Stunning Semi On A Corner Lot In The Award Winning Great Gulf N. E. Ajax Community. Spacious 4 Br. $ Spent In Ugrades. Modern Upgraded Kitchen Cabinets With Glass Backsplash. Gleaming Dark Hardwood On Main Floor. Upgraded Carpet On The Second Floor. 2 Car Driveway & Fenced Yard. Home Overlooks Beautiful Woods In Front. Close To Schools, Transit, Shopping, 401, 407 & Ajax Go.","2 Fridges, Stove, Hood, Washer And Dryer, Dishwasher, Hot Water Tank Is A Rental, No Walkway, 2 Garage Door Openers, Hardwood Stairs, A/C. Mins From Greenwood Conservation Area, Golf, Cinemas, Shopping & Restaurants.",11 Urwin St,L1T0G7,Ajax
"21 Westray Cres, Ajax, ONTARIO, CANADA, L1Z0B3",Semi-Detach...,2-Storey,Ajax,Northeast Ajax,6,104,"$594,000 ","$620,000 ",2018-02-28,Westray,21,3,,3,Attached,1,None,2017-11-23,2017-11-29,"Nestled In The Hamlet, A Tribute Homes Built Community, This Beautifully Finished 3 Bedroom 3 Bath Home Is Ready To Move In! The Spacious Main Floor Is Perfect For Entertaining With An Open Concept Kitchen/Family Room Combo With A Walkout To The Backyard. There Is Plenty Of Room For A Growing Family With 3 Large Bedrooms And A Finished Basement Including A Huge Laundry Room With Lots Of Room For Storage.","Inclusions: Stainless Steel Fridge, Stove, Dishwasher, Microwave Hoodrange. Washer & Dryer. All Window Coverings And Electrical Light Fixtures. Energy Star Home & Wired For Security Exl: Master Bdrm Light/Fan, Fridge & Freezer In Basement",21 Westray Cres,L1Z0B3,Ajax
"60 Westray Cres, Ajax, ONTARIO, CANADA, L1Z0B3",Semi-Detach...,2-Storey,Ajax,Northeast Ajax,13,97,"$575,000 ","$560,000 ",2018-03-15,Westray,60,3,,3,Attached,2,None,2017-12-15,2017-12-28,"Beautiful Tribute Built Semi-Detached In Desirable Family Community Of Ajax. Premium Lot W/No Neighbours Behind. Inviting Foyer W/Dbl Closet Leads To Lrg Lr. Fam Size Eat-In Kit W/Bcksplsh & S/S Appl. Brkfst Area O/Looks Spacious Fam Rm & Has W/O To Yard. Oak Stairs Lead To 2nd Flr W/3 Spacious Bdrms. Master Boasts W/I Closet & 4 Pc Ensuite W/Soaker Tub & Sep Shower. Steps To All Amenities Incl Schools, Parks & Rec Centre.","Please See Attached For List Of Inclusions. Click On Realtor's Link For 3D Tour, Floor Plans And Feature Sheet.",60 Westray Cres,L1Z0B3,Ajax
"42 Westray Cres, Ajax, ONTARIO, CANADA, L1Z0B4",Semi-Detach...,2-Storey,Ajax,Northeast Ajax,12,104,"$549,900 ","$570,000 ",2018-02-28,Westray,42,3,,3,Attached,1,None,2017-11-08,2017-11-20,"Perfect Starter Home! Modern, Open Concept Living. This Brick Energy Star Home Nestled In Most Desirable North Ajax Community, Boasts Mocha Laminate Floors, Modern Eat In Kitchen W/Dark Cabinets, Backspash, And Stainless Steel Appliances Overlooking Family Room Perfect For Entertaining. Walk Out To Fully Fenced Good Size Yard. Upstairs Features 3 Large Bedrooms + 3 Baths.","Master Bedroom W/ Walk In Closet And 4 Piece Ensuite. Full Large Basement Awaits Your Own Personal Touches. Inc: All Elfs,All Window Coverings,Washer,Dryer,Fridge,Stove,Dishwasher,Cac, *Energy Star Furnace (Helps Save On Your Mnthly Bills)",42 Westray Cres,L1Z0B4,Ajax
"37 Wilsongary Circ, Ajax, ONTARIO, CANADA, L1T0G6",Detached,2-Storey,Ajax,Northeast Ajax,54,97,"$849,900 ","$825,000 ",2018-01-31,Wilsongary,37,4,1,4,Built-In,2,None,2017-10-03,2017-11-26,"Bright, Spacious 4+1 Bdr 4 Bath With Over 3000 Sq.Ft Of Liv. Space Home, In One Of Ajax's Most Sought After Neighbourhoods. Open Concept Layout. Gleaming Hardwd Flrs. On Main Level. Gourmet Kitch. With Stainless Steel Appliances, Custom Backsplash And Walk-Out To Cust. Built 19X17 Ft Deck. Mastr. Bedr. Retreat With H/H W/I Closet & 5 Pc Bath. Upgraded Electrical Light Fixtures Throughout Home. Freshly Painted. Fin. Basmnt With Large Liv. Area...","Fridge, Stove, Washer, Dryer, Electrical Light Fixtures. Direct Entrance From The Garage And Separate Side Entrance!!",37 Wilsongary Circ,L1T0G6,Ajax
"51 Alden Sq, Ajax, ONTARIO, CANADA, L1T4Z1",Detached,2-Storey,Ajax,Northwest Ajax,29,99,"$998,000 ","$983,500 ",2018-03-31,Alden,51,5,1,4,Built-In,2,None,2017-12-11,2018-01-09,"Luxurious 5 Brm,4 Bath, 4500 Sq.Ft Living Space.Home In Prestigious Nottingham Surrounded By Large Detached Homes In North Ajax.$200K Spent On Upgrades.Gourmet Kitchen(Server,Pantry,Island).H/Flrs,Wainscotting,Crown Mouldings,Pot Lights,Tall B/Boards,9' Ceilings .Mbr W/Ensuite(Soaker Tub,Glass Dr.Shower).Professionally Done Fin. Bsmt.The List Goes On..Refer Upgrade List..Close To Millers Creek Trail,Amenities,Schools,Park & H/Way 401,407 & 412. Move In Ready.","Ss Fridge, Stove, B/I Dishwasher.Washer And Dryer. California Shutters. Two 65"" Tvs With 2 Surround Sound System. Garburator Kitchen Sink. 8' Electric Fireplace In Bsmt.Owned Hot Water Tank.Garage Door Openers.New Roof Shingles(Nov-17)",51 Alden Sq,L1T4Z1,Ajax
"60 Armitage Cres, Ajax, ONTARIO, CANADA, L1T4K9",Detached,2-Storey,Ajax,Northwest Ajax,15,95,"$739,900 ","$705,000 ",2018-02-15,Armitage,60,4,,3,Built-In,2,None,2017-11-15,2017-11-30,"Beautiful 4 Bedroom House In Nortingham Estate Main Floor 9' Ceiling Combined Living And Dining Rm With Kitchen W/Upgraded Cabinets,Pot Lights,S/S Appliances Ceramic Back Splash,W/O To Backyard Patio,Family Room With Gas Fireplace,Pot Lights,Garage Access From Inside The House,3 Car Driveway,Close To School,Park,Shopping,Ttc,401 Freshly Painted. California Shutters, Master Br With Ensuite Washroom.Landscaping Back And Front Yard. New Roof (Aug. 2017).","S.S Fridge,Stove,Dishwasher,Washer & Dryer.All Living Fixtures,All Window Covering,Extended Driveway, California Shutters,Fully Fenced Backyard.",60 Armitage Cres,L1T4K9,Ajax
"15 Atherton Ave, Ajax, ONTARIO, CANADA, L1T 4Y3",Detached,2-Storey,Ajax,Northwest Ajax,6,102,"$650,000 ","$660,000 ",2018-06-30,Atherton,15,3,,3,Attached,2,None,2018-01-16,2018-01-22,"Beautiful Approx. 1500 Sq.Ft. 3 Bedroom, 3 Bath Detached Great Gulf Home In North West Ajax. Open Concept Main Floor. New Quartz Counter In Kitchen. Updated Powder Room. Marble Counters In 2nd Flr Baths. Oak Staircase. Walk To Grocery Store, Nottingham Ps, And Transit.","Ss (Fridge, Gas Stove, D/W, B/I Micro) Washer, Dryer, Central Air, Cvac, Hwt (R), Grg Openr & Rmts, Shed+Playhouse In Bkyrd, Window Coverings. Exclude: (Master Bdr Drapes, 2 Flatscreen Tvs, Mounts, Alarm Sys).",15 Atherton Ave,L1T 4Y3,Ajax
"22 Ballgrove Cres, Ajax, ONTARIO, CANADA, L1T4Z4",Detached,2-Storey,Ajax,Northwest Ajax,7,102,"$774,900 ","$789,000 ",2018-03-11,Ballgrove,22,3,1,4,Attached,2,None,2017-12-12,2017-12-19,"When Only The Best Will Do!* John Boddy's Stonegate Model Is 2598 Sqft Of Luxury.Cinnamon Hardwood *Granite Counters* Spacious Fam Rm W/ Vaulted Ceiling, Professional Exterior Landscape Incl Front Walkway & Side Patio W/ Fenced Yard*Move In Now & Enjoy Working Fr Home In A Professionally Finished Bsmt, Newer Furnace, California Shutters, Hardwood Flooring: Main/Upper, Laminate Bsmt, Over 20 In Ceiling Speakers Thru-Out. Wired For Over 14 Audio Zones (Music).","S/S Fridge, Stove, B/I Dishwasher, Washer/Dryer. California Shutters, All Existing Light Fixtures, Cac, Central Vac & Hot Water Tank (Rental). Wired For Over 4 Video Zones (Tvs),Directional Led Pot Lights, Led Light Fixtures,Cat6 Wired Thru",22 Ballgrove Cres,L1T4Z4,Ajax
"7 Batt Cres, Ajax, ONTARIO, CANADA, L1T4M2",Detached,2-Storey,Ajax,Northwest Ajax,5,99,"$725,000 ","$720,000 ",2018-02-28,Batt,7,4,,3,Attached,2,None,2017-11-22,2017-11-27,"Premium Lot. Beautiful Open Concept 4 Bedroom, 3 Bath Home In Desirable Northwest Ajax. Kitchen With Backsplash And Quartz Counter. Oak Stairs. Main Floor Laundry. Media/Office Space On 2nd Flr. Large Bedrooms. Interlock In Front, Large 2 Tier Deck In Back. Walk To Catholic And Public High School.","Ss (Fridge, Stove, D/W, Hood Fan), Washer, Dryer, Window Coverings, Elf's, Central Air, Hwt (R). Exclude (Fridge In Lau Rm)",7 Batt Cres,L1T4M2,Ajax
"139 Bean Cres, Ajax, ONTARIO, CANADA, L1T 4K2",Att/Row/Twn...,2-Storey,Ajax,Northwest Ajax,44,97,"$625,000 ","$605,000 ",2018-02-28,Bean,139,4,,3,Attached,2,None,2017-11-01,2017-12-15,"Beautiful, Spacious Freehold 4 Bedroom End Unit Townhouse Located In A High Demand Area. Open Concept Main Floor With Sliding Doors To Deck. Freshly Painted. Finished Walk-Out Basement, Walks Out To A 50 Foot (Rare Find) Fenced Lot. Newly Upgraded Kitchen With Quartz Countertop. Main Floor Laundry With Direct Access To Garage. Loads Of Windows. Bright. Close To Parks, Schools, Shopping, Transit, Hwy, Go Train. Perfect For An Amazing Family. Ready To Move In.","Stainless Steel Fridge, S/S Stove, S/S Dishwasher, Microwave, Washer And Dryer. Including All Window Coverings & Central Vac. Shows Like A Model!",139 Bean Cres,L1T 4K2,Ajax
"101 Bean Cres, Ajax, ONTARIO, CANADA, L1T4K2",Att/Row/Twn...,2-Storey,Ajax,Northwest Ajax,33,98,"$575,000 ","$565,000 ",2018-03-31,Bean,101,3,1,4,Built-In,1,None,2017-12-04,2018-01-06,"Welcome To This Serene And Peaceful Home. Gorgeous Townhouse With A Finished Walkout Basement! It Has Been Beautifully Upgraded With Crown Molding, Fresh Paint, And Bathroom Vanities. It Is A Perfect Home For A Family And First Time Buyers. It Is Located In A Quiet Reputable Area Close To All Amenities, Grocery Stores, Highway And Transit. You Definitely Don't Want To Miss Seeing This Home In Person Because Photos Itself Don't Do Justice.","S/S Stove, Fridge, Dishwasher, Washer, Dryer. All Elf's. *Exclude Window Blinds",101 Bean Cres,L1T4K2,Ajax
"65 Dooley Cres, Ajax, ONTARIO, CANADA, L1T4J2",Att/Row/Twn...,2-Storey,Ajax,Northwest Ajax,18,98,"$599,000 ","$587,000 ",2018-02-16,Dooley,65,3,,4,Built-In,2,None,2017-12-18,2018-01-05,,,65 Dooley Cres,L1T4J2,Ajax
"14 Dooley Cres, Ajax, ONTARIO, CANADA, L1T4J4",Att/Row/Twn...,2-Storey,Ajax,Northwest Ajax,18,98,"$595,000 ","$585,000 ",2018-01-31,Dooley,14,3,,4,Built-In,2,None,2017-11-24,2017-12-12,"Gorgeous *End Unit* Freehold Townhome Located On Quiet Crescent. Tormina Homes 'Little Rouge' Model. Original Owner Shows Pride Of Ownership! Unique Layout W/ Open Concept Living Room & Dinette W/ Balcony O/L Large Fenced Yard. Double Doors Into Master W/ Ensuite & W/I Closet. Professionally Finished Bsmt W/ W/O To Patio. Newly Painted, Main Floor Laundry W/ Upper Cabinets, Wired For Alarm System & Professionally Landscaped. Close To Schools, Amenities & 401.","Fridge, Stove, B/I Dishwasher, Washer & Dryer (2016), Gdo, Elfs, Pot Lights, Cvac & Equip, Cac & Equip (2016), Hwt (Rental) *Exclude: Drapes & Rods",14 Dooley Cres,L1T4J4,Ajax
"5 Dring St, Ajax, ONTARIO, CANADA, L1T4Y2",Detached,2-Storey,Ajax,Northwest Ajax,9,100,"$779,900 ","$780,000 ",2018-08-21,Dring,5,4,,3,Built-In,4,None,2017-11-21,2017-11-30,"Amazing Great Gulf Home In Prime North Ajax Community, This Well Maintained Home Offers An Open Concept Floor Plan And Plenty Of Space, With A Separate Family Room Overlooking The Kitchen And Breakfast. Laundry On Main Floor With Access To Double Car Garage. 4 Large Bdrms, Large Bthrms With Tons Of Storage. Master Has Double Doors With A Closet Big Enough To Be Another Bdrm. Freshly Painted And New Potlights Throughout. Gas Fireplace With Stone Surround","Bsmnt Waiting Your Finishing Touches. Crown Moulding, Lrg Deck, No Sidewalk. Close To 401/407, Steps To Shopping And Transit, Close To Great Schools And Parks. Stainless Steel Appliances, All Electric Light Fixtures And Window Coverings.",5 Dring St,L1T4Y2,Ajax
